Date,LBMA/GOLD,CHRIS/CME_O1,LBMA/SILVER,CHRIS/CME_DA1,CHRIS/CME_LN1,CHRIS/CME_C1,CHRIS/CME_RR1,CHRIS/CME_LB1,CHRIS/CME_RB1,CHRIS/CME_NG1,CHRIS/CME_PL1,CHRIS/CME_S1
2016-05-19,1253.75,194.25,16.6,12.79,81.15,397.5,12.085,315.9,1.6386,2.01,,1073.75
2016-05-20,1256.5,189.25,16.56,12.81,80.25,390.0,11.8,311.0,1.6272,2.037,1022.5,1071.75
2016-05-23,1250.4,189.0,16.31,12.8,79.8,394.0,11.785,305.0,1.6371,2.093,1012.3,1074.25
2016-05-24,1242.65,190.25,16.27,12.82,79.375,397.25,11.6,298.1,1.645,2.064,1003.7,1057.5
2016-05-25,1220.75,188.75,16.205,12.83,79.925,396.5,11.555,302.3,1.6439,1.98,994.2,1056.75
2016-05-26,1226.65,190.0,16.46,12.78,80.7,404.0,11.25,304.1,1.6448,1.972,995.3,1084.75
2016-05-27,1221.25,191.75,16.3,12.8,80.425,408.0,11.085,313.1,1.6227,2.145,995.0,1079.0
2016-05-31,1210.5,193.0,16.06,12.81,80.75,412.5,10.82,305.9,1.6318,2.16,981.3,1086.0
2016-06-01,1216.25,189.0,15.95,12.81,80.8,404.25,10.94,300.6,1.596,2.287,981.5,1078.75
2016-06-02,1215.5,190.75,15.98,12.76,81.275,413.75,11.045,297.0,1.6238,2.369,973.5,1101.25
2016-06-03,1211.0,189.25,16.1,13.08,82.0,414.0,11.36,301.8,1.6261,2.404,960.8,1142.0
2016-06-06,1240.55,188.0,16.4,13.18,82.325,419.75,11.255,304.1,1.6127,2.439,988.0,1143.25
2016-06-07,1241.1,194.5,16.31,13.25,82.425,426.25,11.65,306.1,1.5906,2.444,997.9,1136.75
2016-06-08,1252.4,198.0,16.75,13.12,82.25,427.25,11.65,297.3,1.5903,2.481,1001.1,1140.25
2016-06-09,1258.35,205.0,17.05,13.25,82.625,430.25,11.5,297.1,1.629,2.465,1011.7,1177.0
2016-06-10,1266.6,204.0,17.32,13.25,82.7,426.5,11.31,308.4,1.6147,2.593,1004.0,1174.5
2016-06-13,1284.1,201.75,17.32,13.25,82.25,427.5,11.35,305.0,1.5535,2.595,994.1,1191.75
2016-06-14,1279.4,205.0,17.25,13.32,81.8,429.5,11.27,302.2,1.5263,2.576,991.7,1168.0
2016-06-15,1282.0,207.0,17.41,13.28,88.675,435.75,11.315,298.2,1.4901,2.607,975.7,1171.25
2016-06-16,1307.0,204.5,17.71,13.24,81.62,426.25,11.61,297.0,1.4957,2.592,976.4,1155.5
2016-06-17,1284.5,203.0,17.37,13.24,87.025,425.0,11.33,302.0,1.4628,2.584,965.8,1133.75
2016-06-20,1283.25,211.0,17.335,13.23,86.125,435.5,11.395,300.7,1.5126,2.652,966.9,1153.5
2016-06-21,1280.8,207.5,17.36,13.23,86.5,420.5,11.11,300.5,1.5699,2.743,988.4,1145.0
2016-06-22,1265.0,205.25,17.2,13.23,86.7,396.5,11.075,298.9,1.6015,2.765,979.0,1131.5
2016-06-23,1265.75,206.5,17.29,13.24,84.7,392.0,10.98,299.4,1.583,2.67,977.9,1139.0
2016-06-24,1313.85,206.5,18.04,13.23,83.975,387.5,10.79,293.6,1.607,2.703,966.7,1124.75
2016-06-27,1324.6,210.25,17.7,13.22,83.3,384.25,10.73,295.9,1.5335,2.636,986.2,1104.25
2016-06-28,1312.0,208.75,17.57,13.24,83.6,383.0,10.915,297.3,1.4875,2.726,979.1,1130.5
2016-06-29,1317.75,206.25,18.21,13.22,83.525,385.5,10.63,305.5,1.5068,2.879,980.5,1148.25
2016-06-30,1317.0,205.0,18.36,15.28,83.225,375.0,10.705,303.7,1.5205,2.863,1007.7,1145.0
2016-07-01,1331.75,208.0,19.24,15.26,82.875,360.75,10.505,308.7,1.5025,2.931,1025.9,1175.0
2016-07-04,1348.75,,20.36,,,,,,,,,
2016-07-05,1344.75,216.0,19.73,15.05,82.75,348.0,10.32,308.5,1.5176,2.915,1064.6,1150.25
2016-07-06,1370.0,230.25,20.43,14.97,82.15,344.75,,315.0,1.4275,2.768,1072.7,1115.0
2016-07-07,1367.1,229.0,19.95,15.15,81.575,338.5,,312.1,1.4571,2.803,1091.3,1111.25
2016-07-08,1356.1,231.5,19.72,15.22,81.25,337.25,10.69,314.6,1.3677,2.758,1080.5,1054.0
2016-07-11,1358.25,239.0,20.47,15.2,80.55,354.25,10.75,313.3,1.3664,2.819,1094.0,1105.0
2016-07-12,1352.85,250.0,20.35,15.22,80.075,343.0,10.735,315.0,1.3814,2.717,1097.2,1080.0
2016-07-13,1340.25,239.0,20.29,15.25,80.075,353.0,10.485,317.2,1.4138,2.738,1095.5,1112.25
2016-07-14,1325.7,217.0,20.25,15.26,80.275,369.5,10.375,319.1,1.386,2.751,1088.0,1133.5
2016-07-15,1330.5,206.5,20.14,15.31,80.225,356.5,10.595,323.0,1.404,2.73,1097.0,1083.0
2016-07-18,1326.15,204.5,19.72,15.35,78.25,352.25,10.54,336.4,1.4188,2.775,1085.2,1062.0
2016-07-19,1332.2,206.25,19.99,15.33,79.9,356.5,10.76,332.7,1.3883,2.733,1088.0,1076.5
2016-07-20,1325.6,205.75,19.7,15.34,77.45,344.25,10.82,326.7,1.3752,2.722,1071.9,1047.0
2016-07-21,1322.0,205.5,19.34,15.27,76.2,337.75,10.755,328.2,1.3599,2.665,1089.4,1026.0
2016-07-22,1323.2,207.25,19.7,15.27,74.6,334.5,10.61,328.6,1.3497,2.688,1085.0,1034.25
2016-07-25,1315.0,207.75,19.41,15.28,75.9,335.0,10.41,325.5,1.358,2.779,1083.5,998.25
2016-07-26,1321.25,204.0,19.68,15.28,75.725,333.5,10.375,327.1,1.3311,2.733,1097.7,984.0
2016-07-27,1320.8,198.75,19.58,15.28,74.45,332.5,10.06,329.0,1.3407,2.691,1104.1,994.0
2016-07-28,1341.3,197.25,20.41,15.27,71.725,335.75,9.87,327.9,1.3244,2.673,1142.5,1012.5
2016-07-29,1332.5,198.0,20.04,15.27,69.2,331.25,9.78,325.1,1.3033,2.857,1137.6,1005.25
2016-08-01,1348.85,200.75,20.51,15.27,69.65,332.5,9.925,318.0,1.3135,2.84,1151.1,1024.5
2016-08-02,1358.15,199.0,20.71,15.27,68.7,325.25,9.705,315.6,1.3127,2.774,1161.8,994.25
2016-08-03,1364.4,195.0,20.59,15.24,68.875,323.75,9.57,316.0,1.3103,2.734,1172.9,987.0
2016-08-04,1351.15,195.5,20.16,16.98,68.425,325.0,9.65,316.6,1.3535,2.842,1170.0,990.0
2016-08-05,1362.6,185.25,20.22,17.02,67.75,320.5,9.39,323.9,1.367,2.829,1162.7,990.5
2016-08-08,1330.0,179.0,19.66,17.12,67.6,324.25,9.375,322.6,1.3725,2.749,1151.5,1012.5
2016-08-09,1332.9,176.75,19.7,17.16,67.275,325.25,9.71,323.3,1.359,2.738,1154.5,1018.0
2016-08-10,1351.85,174.75,20.335,17.1,67.225,322.0,9.68,334.9,1.3576,2.619,1160.5,1027.0
2016-08-11,1344.55,173.25,20.21,16.98,67.4,322.25,9.52,330.8,1.2977,2.57,1181.0,1022.25
2016-08-12,1336.7,168.75,19.87,16.99,67.35,320.5,9.315,321.8,1.3571,2.535,1146.0,1023.5
2016-08-15,1339.2,168.0,19.9,17.0,60.625,321.25,9.73,324.5,1.3759,2.565,1128.2,998.5
2016-08-16,1349.1,172.25,20.035,16.99,67.03,326.75,10.245,325.5,1.395,2.591,1114.8,1022.25
2016-08-17,1342.75,172.5,19.57,17.01,59.85,327.25,10.475,323.8,1.4053,2.627,1122.7,1020.75
2016-08-18,1347.1,170.25,19.78,16.96,60.7,330.0,10.185,321.3,1.4515,2.615,1123.0,1037.0
2016-08-19,1346.85,170.5,19.415,16.96,60.525,332.25,10.2,320.9,1.4905,2.66,1135.0,1032.5
2016-08-22,1334.3,168.75,18.91,16.96,62.2,333.75,10.29,321.9,1.5087,2.596,1116.3,1025.5
2016-08-23,1338.5,173.0,18.98,16.95,61.125,333.0,10.46,323.3,1.4803,2.671,1107.8,1030.5
2016-08-24,1337.3,171.75,18.84,16.94,60.725,328.25,10.33,320.0,1.4894,2.761,1109.1,1033.5
2016-08-25,1324.5,170.5,18.5,16.92,60.2,327.0,10.055,317.2,1.4944,2.79,1082.5,1029.75
2016-08-26,1324.9,172.75,18.67,16.91,59.325,323.5,9.77,318.5,1.51,2.84,1078.1,996.5
2016-08-29,,170.5,,16.92,61.425,316.25,9.745,316.9,1.5043,2.847,1075.5,991.75
2016-08-30,1318.85,162.0,18.78,16.92,61.375,311.75,9.46,312.5,1.4688,2.893,1081.2,984.0
2016-08-31,1314.45,163.5,18.74,16.91,62.1,304.0,9.32,313.5,1.4415,2.834,1059.6,966.5
2016-09-01,1305.7,165.5,18.65,16.48,62.75,302.0,9.315,313.4,1.3375,2.879,1054.5,960.25
2016-09-02,1311.5,161.75,18.75,16.81,63.325,311.0,9.56,306.7,1.281,2.805,1049.8,960.0
2016-09-05,1328.3,,19.46,,,,,,,,,
2016-09-06,1330.05,159.0,19.6,16.87,60.125,316.0,9.385,307.9,1.2892,2.764,1066.9,969.0
2016-09-07,1348.75,,19.92,16.99,59.2,316.25,,310.0,1.3146,2.725,1103.0,980.5
2016-09-08,1348.0,,19.93,16.76,61.5,322.0,,308.0,1.3623,2.681,1094.0,994.5
2016-09-09,1335.65,167.5,19.41,16.58,61.2,326.5,9.29,305.3,1.4033,2.81,1087.0,989.5
2016-09-12,1327.5,166.5,18.72,16.53,59.925,329.25,9.43,308.4,1.3593,2.82,1065.1,990.25
2016-09-13,1328.5,163.25,19.16,16.42,59.55,329.25,9.545,310.8,1.3867,2.902,1057.8,982.5
2016-09-14,1323.2,166.5,19.04,16.45,57.225,320.5,9.58,310.0,1.3777,2.899,1037.5,971.75
2016-09-15,1320.1,174.75,18.96,16.4,55.25,331.5,9.895,311.3,1.3652,2.895,1039.5,943.0
2016-09-16,1314.25,172.75,18.91,16.4,55.3,329.0,9.785,303.7,1.42,2.918,1034.6,949.0
2016-09-19,1315.05,176.5,19.12,16.38,55.725,337.25,9.825,302.6,1.47,2.956,1020.0,970.5
2016-09-20,1315.4,173.75,19.17,16.35,55.05,336.0,9.75,308.4,1.4164,2.936,1022.0,973.5
2016-09-21,1319.6,174.5,19.43,16.35,55.55,339.0,9.83,308.1,1.3791,3.078,1032.5,988.25
2016-09-22,1332.45,176.5,19.875,16.38,54.375,339.25,9.695,316.0,1.4021,3.074,1052.8,975.0
2016-09-23,1335.9,176.75,19.82,16.4,54.225,336.0,9.66,329.8,1.3932,2.995,1057.4,975.0
2016-09-26,1336.3,176.0,19.44,16.4,53.825,334.0,9.65,326.9,1.379,2.949,1057.6,951.5
2016-09-27,1335.85,174.0,19.42,16.4,53.3,329.25,9.7,327.0,1.3986,3.011,1043.9,946.75
2016-09-28,1324.8,175.0,19.12,16.38,52.3,331.75,9.75,322.5,1.4082,2.994,1027.5,951.75
2016-09-29,1320.85,174.0,19.01,16.4,51.6,329.75,9.725,326.2,1.4765,3.01,1030.4,947.0
2016-09-30,1327.9,176.25,19.35,16.39,52.125,329.0,9.775,332.6,1.4728,2.966,1026.0,950.0
2016-10-03,1318.65,178.75,19.18,16.4,49.275,336.25,9.835,336.7,1.459,2.905,1024.5,952.5
2016-10-04,1309.15,183.0,18.74,16.4,49.4,345.0,10.05,331.4,1.472,2.907,1005.8,970.75
2016-10-05,1274.0,182.0,17.8,16.39,49.025,347.75,10.075,331.4,1.5016,2.973,992.5,963.5
2016-10-06,1265.5,184.25,17.76,14.93,48.8,347.25,10.035,332.1,1.4854,3.03,980.5,956.0
2016-10-07,1255.0,188.0,17.33,15.0,50.975,340.75,10.055,336.8,1.504,3.033,966.3,958.75
2016-10-10,1262.1,193.0,17.78,15.01,51.15,339.5,10.04,339.5,1.478,3.194,971.5,955.75
2016-10-11,1256.4,197.75,17.48,14.86,51.1,343.0,10.22,337.1,1.4892,3.272,964.0,953.5
2016-10-12,1255.7,199.0,17.44,14.7,51.8,345.0,10.355,333.6,1.4899,3.223,949.0,953.0
2016-10-13,1258.0,197.75,17.59,14.73,52.525,337.5,10.16,333.5,1.46,3.211,940.5,946.0
2016-10-14,1256.15,196.25,17.47,14.68,52.525,349.5,10.21,328.0,1.48,3.345,936.2,955.5
2016-10-17,1252.7,198.25,17.4,14.69,42.475,353.0,10.155,323.7,1.4995,3.26,932.7,961.75
2016-10-18,1261.65,199.75,17.65,14.71,52.3,354.25,10.36,312.8,1.5001,3.252,943.7,977.5
2016-10-19,1269.75,203.75,17.69,14.75,41.25,353.5,10.375,311.1,1.5018,3.26,941.0,972.0
2016-10-20,1269.2,208.75,17.6,14.77,41.3,357.5,10.32,313.7,1.5136,3.173,943.3,981.25
2016-10-21,1263.95,210.75,17.51,14.74,41.625,351.25,10.295,308.0,1.4962,3.12,926.0,976.25
2016-10-24,1267.0,218.0,17.64,14.72,43.0,351.5,10.26,309.5,1.5329,3.007,944.4,982.75
2016-10-25,1269.3,213.5,17.73,14.72,43.75,348.25,9.88,309.0,1.5001,2.851,961.9,991.25
2016-10-26,1273.9,210.5,17.66,14.73,44.7,349.25,9.81,306.7,1.482,2.757,960.5,990.25
2016-10-27,1269.3,214.75,17.66,14.79,44.2,353.75,10.065,308.1,1.4879,2.746,959.8,1008.5
2016-10-28,1265.9,226.5,17.61,14.79,45.5,357.5,10.15,304.4,1.4858,3.081,964.6,1013.0
2016-10-31,1274.2,228.5,17.76,14.79,46.825,355.0,9.855,301.7,1.4642,3.15,981.0,1002.0
2016-11-01,1284.4,220.0,18.24,14.8,47.7,354.75,9.825,296.5,1.44,2.979,981.6,1002.0
2016-11-02,1295.85,221.0,18.54,14.82,46.925,348.75,9.575,303.5,1.4837,2.852,994.2,983.0
2016-11-03,1293.0,227.25,18.07,16.35,47.45,346.25,9.6,296.0,1.4496,2.773,991.9,976.5
2016-11-04,1301.7,221.0,18.3,16.65,46.9,348.0,9.59,302.0,1.4206,2.815,997.9,980.5
2016-11-07,1286.8,227.75,18.22,16.8,46.375,348.0,9.605,300.2,1.41,2.848,995.0,981.75
2016-11-08,1284.0,230.0,18.26,16.88,47.2,346.0,9.55,299.6,1.37,2.832,1001.9,989.5
2016-11-09,1304.55,225.5,18.81,16.76,46.85,353.0,9.65,303.1,1.37,2.612,1005.6,1000.0
2016-11-10,1280.9,222.5,18.75,16.82,46.525,341.5,9.59,302.8,1.3598,2.691,1002.1,982.25
2016-11-11,1255.65,221.5,18.59,16.83,47.4,343.25,9.485,305.7,1.3369,2.656,975.5,997.0
2016-11-14,1222.6,223.5,17.195,16.71,47.075,340.5,9.125,302.7,1.3009,2.667,941.0,980.75
2016-11-15,1228.9,228.0,17.0,16.67,46.9,337.0,9.375,290.2,1.2834,2.746,932.2,985.5
2016-11-16,1225.7,232.5,16.95,16.73,46.275,341.5,9.425,310.3,1.334,2.71,940.1,993.25
2016-11-17,1232.0,233.5,17.04,16.72,48.175,339.0,9.65,323.3,1.3141,2.767,946.7,985.25
2016-11-18,1206.1,235.25,16.51,16.74,47.525,342.0,9.555,321.9,1.3394,2.696,935.3,989.0
2016-11-21,1214.95,233.75,16.68,16.75,47.9,345.25,9.635,323.7,1.3455,2.898,924.0,995.5
2016-11-22,1217.55,224.75,16.76,16.74,49.825,349.5,9.805,323.2,1.3995,2.973,941.0,1020.0
2016-11-23,1213.25,220.25,16.56,16.74,49.6,350.25,9.59,322.0,1.4031,2.948,941.2,1030.25
2016-11-24,1187.25,,16.31,,,,,,,,,
2016-11-25,1187.5,216.0,16.465,16.74,50.5,349.75,9.575,334.4,1.423,3.011,932.1,1032.0
2016-11-28,1189.1,209.25,16.68,16.73,51.1,349.25,9.67,340.0,1.3695,3.13,907.6,1043.25
2016-11-29,1187.3,204.25,16.54,16.74,50.575,348.0,9.585,336.8,1.4127,3.359,925.7,1055.0
2016-11-30,1187.4,200.0,16.67,16.76,50.85,337.25,9.53,335.0,1.3776,3.325,921.1,1043.0
2016-12-01,1168.75,202.0,16.3,16.98,51.25,337.0,9.68,330.8,1.4761,3.348,912.8,1033.5
2016-12-02,1171.65,201.25,16.35,17.05,50.9,332.75,9.7,332.6,1.5524,3.539,916.8,1033.0
2016-12-05,1164.9,203.5,16.62,17.15,51.2,337.5,9.655,334.8,1.5581,3.471,931.7,1030.5
2016-12-06,1171.15,209.0,16.79,17.02,52.25,348.25,9.86,331.8,1.5491,3.6,938.3,1042.5
2016-12-07,1171.25,,16.77,16.96,54.05,350.25,9.9,332.1,1.5428,3.633,935.2,1047.0
2016-12-08,1174.75,213.5,17.13,17.07,55.3,350.25,9.9,325.6,1.5086,3.569,942.4,1049.0
2016-12-09,1168.9,218.5,16.95,17.08,56.65,349.0,9.81,321.6,1.5055,3.71,938.1,1026.0
2016-12-12,1154.4,213.75,16.86,17.1,57.0,352.25,9.935,317.2,1.5257,3.583,913.5,1041.75
2016-12-13,1157.35,218.0,17.01,17.2,57.475,355.25,9.84,315.9,1.5387,3.525,933.5,1031.25
2016-12-14,1160.95,217.5,17.11,17.19,57.225,356.75,9.79,315.7,1.5305,3.477,936.6,1027.25
2016-12-15,1132.45,228.0,16.14,17.31,61.7,361.5,9.71,314.6,1.533,3.567,924.0,1023.5
2016-12-16,1134.85,224.75,16.05,17.32,57.59,356.0,9.46,313.5,1.5436,3.42,895.8,1029.25
2016-12-19,1137.6,226.0,16.0,17.32,64.725,356.0,9.52,309.6,1.5601,3.353,926.3,1034.0
2016-12-20,1132.75,225.75,15.8,17.34,65.85,353.25,9.44,306.5,1.566,3.401,917.3,1021.25
2016-12-21,1134.4,223.25,16.03,17.33,63.825,350.0,9.48,310.6,1.6044,3.311,921.1,1005.25
2016-12-22,1130.55,222.75,15.77,17.36,65.3,347.25,9.415,310.2,1.6005,3.572,917.5,1007.75
2016-12-23,1131.0,218.75,15.74,17.38,65.075,347.0,9.3,307.8,1.5993,3.541,907.1,994.25
2016-12-27,,217.25,,17.38,62.5,346.5,9.24,307.7,1.6183,3.736,898.0,989.75
2016-12-28,1139.75,229.0,15.85,17.39,65.05,354.25,9.31,305.1,1.6517,3.735,905.2,1014.0
2016-12-29,1146.8,227.75,16.06,17.39,65.575,348.25,9.225,312.5,1.6791,3.872,900.7,1006.5
2016-12-30,1159.1,226.75,16.24,17.4,64.6,349.5,9.26,312.5,1.6763,3.8,899.9,1003.5
2017-01-03,1148.65,230.0,15.95,,66.4,352.0,9.44,315.0,1.674,3.568,911.4,996.0
2017-01-04,1165.9,236.0,16.42,,63.875,355.0,,315.9,1.6322,3.317,926.0,986.0
2017-01-05,1173.05,238.25,16.59,,64.925,359.5,9.495,315.2,1.6403,3.26,952.0,1005.5
2017-01-06,1178.0,235.5,16.45,16.54,65.15,360.75,,315.0,1.6391,3.304,965.6,1003.5
2017-01-09,1176.1,228.25,16.52,16.62,64.125,359.0,9.46,312.4,1.6297,3.253,970.3,986.25
2017-01-10,1183.2,225.75,16.665,16.64,64.2,359.25,9.565,304.9,1.5698,3.115,970.5,993.75
2017-01-11,1187.55,226.5,16.79,16.71,65.25,357.75,9.45,307.5,1.5574,3.274,970.5,1004.5
2017-01-12,1206.65,233.75,16.91,16.81,65.9,357.0,9.46,309.9,1.5958,3.295,988.0,1002.75
2017-01-13,1196.35,234.75,16.76,16.78,66.1,357.5,9.65,303.5,1.6158,3.397,981.3,1029.5
2017-01-16,1202.75,,16.82,,,,,,,,,
2017-01-17,1217.5,242.5,17.0,16.8,65.95,359.0,9.9,333.0,1.6087,3.473,988.3,1054.0
2017-01-18,1212.5,248.75,17.12,16.78,65.9,364.5,9.945,331.7,1.6026,3.397,,1068.0
2017-01-19,1203.35,257.25,16.95,16.78,65.475,364.0,9.88,325.3,1.5416,3.325,,1073.0
2017-01-20,1199.1,258.25,16.89,16.79,65.7,366.0,9.81,327.0,1.5455,3.301,963.3,1070.0
2017-01-23,1213.75,264.5,17.14,16.76,65.35,369.5,9.865,327.0,1.5645,3.18,976.1,1067.5
2017-01-24,1213.3,256.75,17.105,16.75,65.05,369.25,9.83,320.9,1.5747,3.28,982.5,1059.75
2017-01-25,1203.5,257.25,16.93,16.74,66.0,363.25,9.95,322.5,1.5598,3.292,991.9,1057.0
2017-01-26,1191.55,260.75,16.86,16.74,67.7,366.0,9.84,331.8,1.5315,3.362,977.1,1055.5
2017-01-27,1184.2,255.25,16.7,16.73,66.425,363.25,9.73,327.3,1.533,3.35,979.4,1047.0
2017-01-30,1189.85,253.25,17.1,16.73,67.25,361.5,9.8,330.3,1.5222,3.3,980.0,1044.0
2017-01-31,1198.8,245.0,17.29,16.75,67.2,358.5,9.71,323.5,1.5041,3.224,988.9,1023.0
2017-02-01,1210.0,245.5,17.6,16.77,69.5,360.0,9.595,332.0,1.5565,3.134,995.0,1024.5
2017-02-02,1224.05,250.0,17.71,16.75,69.85,367.5,9.535,342.0,1.5799,3.174,1005.9,1037.25
2017-02-03,1213.05,254.75,17.28,17.08,70.6,365.75,9.515,352.0,1.536,3.193,999.5,1036.75
2017-02-06,1221.85,257.0,17.6,16.82,70.275,364.0,9.5,351.6,1.555,3.015,1012.5,1027.0
2017-02-07,1231.0,260.25,17.6,16.77,71.7,363.75,9.475,362.6,1.5139,3.06,1010.6,1038.25
2017-02-08,1235.6,258.0,17.74,16.82,72.6,368.0,9.39,359.9,1.472,3.14,1007.0,1041.75
